,id,name,entrydate,symbol,sector,position,entryprice,entrylots,entryrisk,entryrisk_ticks,currentprice,stopprice,risk,lots,flame,exitdate,exitprice,exitlots,profit,profit_ticks,duration,result,commission,exittype,on_fire
216,217,CBOT Wheat,2020-10-08,W,grain,1,666.0,3,11160.0,310,641.0,616.5,-0.0,0,0.0,2020-11-13,641.0,3,-3600.0,-100,36,LOSE,17.94,exit,False
217,218,CBOT Wheat,2020-10-09,W,grain,1,652.5,3,9216.0,256,641.0,616.5,-0.0,0,0.0,2020-11-13,641.0,3,-1656.0,-46,35,LOSE,17.94,exit,False
218,219,CBOT Wheat,2020-10-12,W,grain,1,649.25,4,11664.0,243,641.0,616.5,-0.0,0,0.0,2020-11-13,641.0,4,-1584.0,-33,32,LOSE,23.92,exit,False
219,220,CME Australian Dollar AUD,2020-10-13,AD,currency,1,0.7240500367164612,5,10125.0,405,0.7187500248908997,0.7038000226020813,-0.0,0,0.0,2020-10-14,0.7187500248908997,5,-2650.0,-106,1,LOSE,29.900000000000002,exit,False
220,221,CBOT Wheat,2020-10-13,W,grain,1,653.5,3,9360.0,260,641.0,616.5,-0.0,0,0.0,2020-11-13,641.0,3,-1800.0,-50,31,LOSE,17.94,exit,False
221,222,CME Australian Dollar AUD,2020-11-06,AD,currency,1,0.7300000387191773,4,11120.0,556,0.763050044631958,0.7494000196456909,-0.0,0,-0.0,2021-02-03,0.763050044631958,4,13220.0,661,89,WIN,23.92,exit,False
222,223,CME Australian Dollar AUD,2020-11-09,AD,currency,1,0.7325500061988831,3,9105.0,607,0.763050044631958,0.7494000196456909,-0.0,0,-0.0,2021-02-03,0.763050044631958,3,9150.0,610,86,WIN,17.94,exit,False
223,224,CME Australian Dollar AUD,2020-11-10,AD,currency,1,0.7309000092506409,4,11480.0,574,0.763050044631958,0.7494000196456909,-0.0,0,-0.0,2021-02-03,0.763050044631958,4,12860.0,643,85,WIN,23.92,exit,False
224,225,CME Australian Dollar AUD,2020-11-11,AD,currency,1,0.7325500031471253,3,9105.0,607,0.763050044631958,0.7494000196456909,-0.0,0,-0.0,2021-02-03,0.763050044631958,3,9150.0,610,84,WIN,17.94,exit,False
225,226,CME Australian Dollar AUD,2020-11-12,AD,currency,1,0.731400006198883,4,11680.0,584,0.763050044631958,0.7494000196456909,-0.0,0,-0.0,2021-02-03,0.763050044631958,4,12660.0,633,83,WIN,23.92,exit,False
226,227,CME Australian Dollar AUD,2020-11-13,AD,currency,1,0.7273500011444092,5,12575.0,503,0.763050044631958,0.7494000196456909,-0.0,0,-0.0,2021-02-03,0.763050044631958,5,17850.0,714,82,WIN,29.900000000000002,exit,False
227,228,CME Australian Dollar AUD,2020-11-16,AD,currency,1,0.7313000454902648,5,14550.0,582,0.763050044631958,0.7494000196456909,-0.0,0,-0.0,2021-02-03,0.763050044631958,5,15875.0,635,79,WIN,29.900000000000002,exit,False
228,229,CME Australian Dollar AUD,2020-11-17,AD,currency,1,0.7352000075340271,4,13200.0,660,0.763050044631958,0.7494000196456909,-0.0,0,-0.0,2021-02-03,0.763050044631958,4,11140.0,557,78,WIN,23.92,exit,False
229,230,CME Australian Dollar AUD,2020-11-18,AD,currency,1,0.7337500234603882,4,12620.0,631,0.763050044631958,0.7494000196456909,-0.0,0,-0.0,2021-02-03,0.763050044631958,4,11720.0,586,77,WIN,23.92,exit,False
230,231,CME Australian Dollar AUD,2020-11-19,AD,currency,1,0.7334500468254089,4,12500.0,625,0.763050044631958,0.7494000196456909,-0.0,0,-0.0,2021-02-03,0.763050044631958,4,11840.0,592,76,WIN,23.92,exit,False
231,232,CME Australian Dollar AUD,2020-11-20,AD,currency,1,0.7319000160217285,4,11880.0,594,0.763050044631958,0.7494000196456909,-0.0,0,-0.0,2021-02-03,0.763050044631958,4,12460.0,623,75,WIN,23.92,exit,False
232,233,CME Australian Dollar AUD,2020-11-23,AD,currency,1,0.7342000385284424,4,12800.0,640,0.763050044631958,0.7494000196456909,-0.0,0,-0.0,2021-02-03,0.763050044631958,4,11540.0,577,72,WIN,23.92,exit,False
233,234,CME Australian Dollar AUD,2020-11-24,AD,currency,1,0.7337500031471252,4,12620.0,631,0.763050044631958,0.7494000196456909,-0.0,0,-0.0,2021-02-03,0.763050044631958,4,11720.0,586,71,WIN,23.92,exit,False
234,235,CME Australian Dollar AUD,2020-11-25,AD,currency,1,0.739400030708313,3,11160.0,744,0.763050044631958,0.7494000196456909,-0.0,0,-0.0,2021-02-03,0.763050044631958,3,7095.0,473,70,WIN,17.94,exit,False
235,236,CBOT Wheat,2020-11-25,W,grain,1,667.5,9,13284.0,123,647.5,636.75,-0.0,0,0.0,2020-11-27,647.5,9,-8640.0,-80,2,LOSE,53.82000000000001,exit,False
236,237,CME Australian Dollar AUD,2020-11-27,AD,currency,1,0.7403000291824341,3,11430.0,762,0.763050044631958,0.7494000196456909,-0.0,0,-0.0,2021-02-03,0.763050044631958,3,6825.0,455,68,WIN,17.94,exit,False
237,238,CME Australian Dollar AUD,2020-11-30,AD,currency,1,0.7424000267982482,3,12060.0,804,0.763050044631958,0.7494000196456909,-0.0,0,-0.0,2021-02-03,0.763050044631958,3,6195.0,413,65,WIN,17.94,exit,False
238,239,CME Australian Dollar AUD,2020-12-01,AD,currency,1,0.738250011920929,3,10815.0,721,0.763050044631958,0.7494000196456909,-0.0,0,-0.0,2021-02-03,0.763050044631958,3,7440.0,496,64,WIN,17.94,exit,False
239,240,CME Australian Dollar AUD,2020-12-02,AD,currency,1,0.7415500080108642,3,11805.0,787,0.763050044631958,0.7494000196456909,-0.0,0,-0.0,2021-02-03,0.763050044631958,3,6450.0,430,63,WIN,17.94,exit,False
240,241,CME Australian Dollar AUD,2020-12-03,AD,currency,1,0.7453000244140625,3,12930.0,862,0.763050044631958,0.7494000196456909,-0.0,0,-0.0,2021-02-03,0.763050044631958,3,5325.0,355,62,WIN,17.94,exit,False
241,242,CME Australian Dollar AUD,2020-12-04,AD,currency,1,0.7470500220298767,3,13455.0,897,0.763050044631958,0.7494000196456909,-0.0,0,-0.0,2021-02-03,0.763050044631958,3,4800.0,320,61,WIN,17.94,exit,False
242,243,CME Australian Dollar AUD,2020-12-07,AD,currency,1,0.7467000084877015,3,13350.0,890,0.763050044631958,0.7494000196456909,-0.0,0,-0.0,2021-02-03,0.763050044631958,3,4905.0,327,58,WIN,17.94,exit,False
243,244,CME Australian Dollar AUD,2020-12-08,AD,currency,1,0.7452500311851501,3,12915.0,861,0.763050044631958,0.7494000196456909,-0.0,0,-0.0,2021-02-03,0.763050044631958,3,5340.0,356,57,WIN,17.94,exit,False
244,245,CME Australian Dollar AUD,2020-12-09,AD,currency,1,0.745950034236908,3,13125.0,875,0.763050044631958,0.7494000196456909,-0.0,0,-0.0,2021-02-03,0.763050044631958,3,5130.0,342,56,WIN,17.94,exit,False
245,246,CME Australian Dollar AUD,2020-12-10,AD,currency,1,0.7492000318527222,2,9400.0,940,0.763050044631958,0.7494000196456909,-0.0,0,-0.0,2021-02-03,0.763050044631958,2,2770.0,277,55,WIN,11.96,exit,False
246,247,CME Australian Dollar AUD,2020-12-11,AD,currency,1,0.7574000057220459,2,11040.0,1104,0.763050044631958,0.7494000196456909,-0.0,0,-0.0,2021-02-03,0.763050044631958,2,1130.0,113,54,WIN,11.96,exit,False
247,248,CME Australian Dollar AUD,2020-12-14,AD,currency,1,0.7588000411033631,2,10560.0,1056,0.763050044631958,0.7494000196456909,-0.0,0,-0.0,2021-02-03,0.763050044631958,2,850.0,85,51,WIN,11.96,exit,False
248,249,CME Australian Dollar AUD,2020-12-15,AD,currency,1,0.7572000155448914,2,9820.0,982,0.763050044631958,0.7494000196456909,-0.0,0,-0.0,2021-02-03,0.763050044631958,2,1170.0,117,50,WIN,11.96,exit,False
249,250,CME Australian Dollar AUD,2020-12-16,AD,currency,1,0.7590000229835511,3,12390.0,826,0.763050044631958,0.7494000196456909,-0.0,0,-0.0,2021-02-03,0.763050044631958,3,1215.0,81,49,WIN,17.94,exit,False
250,251,CBOT Wheat,2020-12-16,W,grain,1,651.25,6,11016.0,153,681.0,671.75,-0.0,0,-0.0,2021-02-12,681.0,6,8568.0,119,58,WIN,35.88,exit,False
251,252,CME Australian Dollar AUD,2020-12-17,AD,currency,1,0.7620000485420227,3,11010.0,734,0.763050044631958,0.7494000196456909,-0.0,0,-0.0,2021-02-03,0.763050044631958,3,315.0,21,48,WIN,17.94,exit,False
252,253,CBOT Wheat,2020-12-17,W,grain,1,649.75,7,12348.0,147,681.0,671.75,-0.0,0,-0.0,2021-02-12,681.0,7,10500.0,125,57,WIN,41.86,exit,False
253,254,CME Australian Dollar AUD,2020-12-18,AD,currency,1,0.7654000354766846,3,12030.0,802,0.763050044631958,0.7494000196456909,-0.0,0,0.0,2021-02-03,0.763050044631958,3,-705.0,-47,47,LOSE,17.94,exit,False
254,255,CBOT Wheat,2020-12-18,W,grain,1,659.75,5,11220.0,187,681.0,671.75,-0.0,0,-0.0,2021-02-12,681.0,5,5100.0,85,56,WIN,29.900000000000002,exit,False
255,256,CME Australian Dollar AUD,2020-12-21,AD,currency,1,0.7634500016212463,3,11445.0,763,0.763050044631958,0.7494000196456909,-0.0,0,0.0,2021-02-03,0.763050044631958,3,-120.0,-8,44,LOSE,17.94,exit,False
256,257,CBOT Wheat,2020-12-21,W,grain,1,659.0,5,11040.0,184,681.0,671.75,-0.0,0,-0.0,2021-02-12,681.0,5,5280.0,88,53,WIN,29.900000000000002,exit,False
257,258,CBOT Wheat,2020-12-22,W,grain,1,664.0,5,12240.0,204,681.0,671.75,-0.0,0,-0.0,2021-02-12,681.0,5,4080.0,68,52,WIN,29.900000000000002,exit,False
258,259,CBOT Wheat,2020-12-23,W,grain,1,667.25,4,10416.0,217,681.0,671.75,-0.0,0,-0.0,2021-02-12,681.0,4,2640.0,55,51,WIN,23.92,exit,False
259,260,CBOT Wheat,2020-12-24,W,grain,1,679.25,3,9540.0,265,681.0,671.75,-0.0,0,-0.0,2021-02-12,681.0,3,252.0,7,50,WIN,17.94,exit,False
260,261,CBOT Wheat,2020-12-28,W,grain,1,675.5,4,12000.0,250,681.0,671.75,-0.0,0,-0.0,2021-02-12,681.0,4,1056.0,22,46,WIN,23.92,exit,False
261,262,CBOT Wheat,2020-12-29,W,grain,1,664.0,5,12240.0,204,681.0,671.75,-0.0,0,-0.0,2021-02-12,681.0,5,4080.0,68,45,WIN,29.900000000000002,exit,False
262,263,CBOT Wheat,2020-12-30,W,grain,1,673.5,4,11616.0,242,681.0,671.75,-0.0,0,-0.0,2021-02-12,681.0,4,1440.0,30,44,WIN,23.92,exit,False
263,264,CBOT Wheat,2020-12-31,W,grain,1,688.5,3,10872.0,302,681.0,671.75,-0.0,0,0.0,2021-02-12,681.0,3,-1080.0,-30,43,LOSE,17.94,exit,False
264,265,CBOT Wheat,2021-01-04,W,grain,1,692.25,2,7608.0,317,681.0,671.75,-0.0,0,0.0,2021-02-12,681.0,2,-1080.0,-45,39,LOSE,11.96,exit,False
265,266,CBOT Wheat,2021-01-05,W,grain,1,694.75,2,7848.0,327,681.0,671.75,-0.0,0,0.0,2021-02-12,681.0,2,-1320.0,-55,38,LOSE,11.96,exit,False
266,267,CBOT Wheat,2021-01-06,W,grain,1,703.0,2,8640.0,360,681.0,671.75,-0.0,0,0.0,2021-02-12,681.0,2,-2112.0,-88,37,LOSE,11.96,exit,False
267,268,CBOT Wheat,2021-01-07,W,grain,1,694.75,2,7848.0,327,681.0,671.75,-0.0,0,0.0,2021-02-12,681.0,2,-1320.0,-55,36,LOSE,11.96,exit,False
268,269,CBOT Wheat,2021-01-08,W,grain,1,693.5,2,7728.0,322,681.0,671.75,-0.0,0,0.0,2021-02-12,681.0,2,-1200.0,-50,35,LOSE,11.96,exit,False
269,270,CBOT Wheat,2021-01-11,W,grain,1,689.5,2,7344.0,306,681.0,671.75,-0.0,0,0.0,2021-02-12,681.0,2,-816.0,-34,32,LOSE,11.96,exit,False
270,271,CBOT Wheat,2021-01-12,W,grain,1,692.25,2,7608.0,317,681.0,671.75,-0.0,0,0.0,2021-02-12,681.0,2,-1080.0,-45,31,LOSE,11.96,exit,False
271,272,CBOT Wheat,2021-01-13,W,grain,1,716.5,1,4968.0,414,681.0,671.75,-0.0,0,0.0,2021-02-12,681.0,1,-1704.0,-142,30,LOSE,5.98,exit,False
272,273,CBOT Wheat,2021-01-14,W,grain,1,710.75,2,9384.0,391,681.0,671.75,-0.0,0,0.0,2021-02-12,681.0,2,-2856.0,-119,29,LOSE,11.96,exit,False
273,274,CBOT Wheat,2021-01-15,W,grain,1,724.0,1,5328.0,444,681.0,671.75,-0.0,0,0.0,2021-02-12,681.0,1,-2064.0,-172,28,LOSE,5.98,exit,False
274,275,CBOT Wheat,2021-01-19,W,grain,1,733.25,1,5772.0,481,681.0,671.75,-0.0,0,0.0,2021-02-12,681.0,1,-2508.0,-209,24,LOSE,5.98,exit,False
275,276,CBOT Wheat,2021-01-20,W,grain,1,723.0,1,5196.0,433,681.0,671.75,-0.0,0,0.0,2021-02-12,681.0,1,-2016.0,-168,23,LOSE,5.98,exit,False
276,277,CBOT Wheat,2021-01-21,W,grain,1,716.0,1,4860.0,405,681.0,671.75,-0.0,0,0.0,2021-02-12,681.0,1,-1680.0,-140,22,LOSE,5.98,exit,False
277,278,CBOT Wheat,2021-01-22,W,grain,1,706.0,2,7152.0,298,681.0,671.75,-0.0,0,0.0,2021-02-12,681.0,2,-2400.0,-100,21,LOSE,11.96,exit,False
278,279,CBOT Wheat,2021-01-25,W,grain,1,685.0,4,9168.0,191,681.0,671.75,-0.0,0,0.0,2021-02-12,681.0,4,-768.0,-16,18,LOSE,23.92,exit,False
279,280,CBOT Wheat,2021-01-26,W,grain,1,699.5,3,8964.0,249,681.0,671.75,-0.0,0,0.0,2021-02-12,681.0,3,-2664.0,-74,17,LOSE,17.94,exit,False
280,281,CBOT Wheat,2021-01-27,W,grain,1,713.25,2,7296.0,304,681.0,671.75,-0.0,0,0.0,2021-02-12,681.0,2,-3096.0,-129,16,LOSE,11.96,exit,False
281,282,CBOT Wheat,2021-01-28,W,grain,1,705.0,3,9756.0,271,681.0,671.75,-0.0,0,0.0,2021-02-12,681.0,3,-3456.0,-96,15,LOSE,17.94,exit,False
282,283,CBOT Wheat,2021-01-29,W,grain,1,698.25,4,10416.0,217,681.0,671.75,-0.0,0,0.0,2021-02-12,681.0,4,-3312.0,-69,14,LOSE,23.92,exit,False
283,284,CBOT Wheat,2021-02-01,W,grain,1,713.0,3,9936.0,276,681.0,671.75,-0.0,0,0.0,2021-02-12,681.0,3,-4608.0,-128,11,LOSE,17.94,exit,False
284,285,CBOT Wheat,2021-02-02,W,grain,1,703.0,3,8496.0,236,681.0,671.75,-0.0,0,0.0,2021-02-12,681.0,3,-3168.0,-88,10,LOSE,17.94,exit,False
285,286,CBOT Wheat,2021-02-03,W,grain,1,694.75,7,14868.0,177,681.0,671.75,-0.0,0,0.0,2021-02-12,681.0,7,-4620.0,-55,9,LOSE,41.86,exit,False
286,287,CME Australian Dollar AUD,2021-02-09,AD,currency,1,0.7738000449180603,10,14950.0,299,0.7704500064849854,0.7588500380516052,-0.0,0,0.0,2021-03-08,0.7704500064849854,10,-3350.0,-67,27,LOSE,59.800000000000004,exit,False
287,288,CME Australian Dollar AUD,2021-02-10,AD,currency,1,0.7764500062942505,9,15840.0,352,0.7704500064849854,0.7588500380516052,-0.0,0,0.0,2021-03-08,0.7704500064849854,9,-5400.0,-120,26,LOSE,53.82000000000001,exit,False
288,289,CME Australian Dollar AUD,2021-02-11,AD,currency,1,0.7759000372886657,9,15345.0,341,0.7704500064849854,0.7588500380516052,-0.0,0,0.0,2021-03-08,0.7704500064849854,9,-4905.0,-109,25,LOSE,53.82000000000001,exit,False
289,290,CME Australian Dollar AUD,2021-02-12,AD,currency,1,0.7781000318527221,8,15400.0,385,0.7704500064849854,0.7588500380516052,-0.0,0,0.0,2021-03-08,0.7704500064849854,8,-6120.0,-153,24,LOSE,47.84,exit,False
290,291,CME Australian Dollar AUD,2021-02-16,AD,currency,1,0.7796500288009643,8,16640.0,416,0.7704500064849854,0.7588500380516052,-0.0,0,0.0,2021-03-08,0.7704500064849854,8,-7360.0,-184,20,LOSE,47.84,exit,False
291,292,CME Australian Dollar AUD,2021-02-17,AD,currency,1,0.7780000250816346,8,15320.0,383,0.7704500064849854,0.7588500380516052,-0.0,0,0.0,2021-03-08,0.7704500064849854,8,-6040.0,-151,19,LOSE,47.84,exit,False
292,293,CBOT Wheat,2021-02-17,W,grain,1,707.25,9,15336.0,142,697.75,671.75,-0.0,0,0.0,2021-03-08,697.75,9,-4104.0,-38,19,LOSE,53.82000000000001,exit,False
293,294,CME Australian Dollar AUD,2021-02-18,AD,currency,1,0.7785500499725342,8,15760.0,394,0.7704500064849854,0.7588500380516052,-0.0,0,0.0,2021-03-08,0.7704500064849854,8,-6480.0,-162,18,LOSE,47.84,exit,False
294,295,CBOT Wheat,2021-02-18,W,grain,1,696.0,14,16296.0,97,697.75,671.75,-0.0,0,-0.0,2021-03-08,697.75,14,1176.0,7,18,WIN,83.72,exit,False
295,296,CME Australian Dollar AUD,2021-02-19,AD,currency,1,0.78195001745224,7,16170.0,462,0.7704500064849854,0.7588500380516052,-0.0,0,0.0,2021-03-08,0.7704500064849854,7,-8050.0,-230,17,LOSE,41.86,exit,False
296,297,CBOT Wheat,2021-02-19,W,grain,1,711.75,8,15360.0,160,697.75,671.75,-0.0,0,0.0,2021-03-08,697.75,8,-5376.0,-56,17,LOSE,47.84,exit,False
297,298,CME Australian Dollar AUD,2021-02-22,AD,currency,1,0.7909500063896179,5,16050.0,642,0.7704500064849854,0.7588500380516052,-0.0,0,0.0,2021-03-08,0.7704500064849854,5,-10250.0,-410,14,LOSE,29.900000000000002,exit,False
298,299,CBOT Wheat,2021-02-22,W,grain,1,704.5,10,15720.0,131,697.75,671.75,-0.0,0,0.0,2021-03-08,697.75,10,-3240.0,-27,14,LOSE,59.800000000000004,exit,False
299,300,CME Australian Dollar AUD,2021-02-23,AD,currency,1,0.7944000129699706,4,14220.0,711,0.7704500064849854,0.7588500380516052,-0.0,0,0.0,2021-03-08,0.7704500064849854,4,-9580.0,-479,13,LOSE,23.92,exit,False
300,301,CBOT Wheat,2021-02-23,W,grain,1,714.5,7,14364.0,171,697.75,671.75,-0.0,0,0.0,2021-03-08,697.75,7,-5628.0,-67,13,LOSE,41.86,exit,False
301,302,CME Australian Dollar AUD,2021-02-24,AD,currency,1,0.7950500061988831,4,14480.0,724,0.7704500064849854,0.7588500380516052,-0.0,0,0.0,2021-03-08,0.7704500064849854,4,-9840.0,-492,12,LOSE,23.92,exit,False
302,303,CBOT Wheat,2021-02-24,W,grain,1,718.0,7,15540.0,185,697.75,671.75,-0.0,0,0.0,2021-03-08,697.75,7,-6804.0,-81,12,LOSE,41.86,exit,False
303,304,CME Australian Dollar AUD,2021-02-25,AD,currency,1,0.7998500512123108,3,12300.0,820,0.7704500064849854,0.7588500380516052,-0.0,0,0.0,2021-03-08,0.7704500064849854,3,-8820.0,-588,11,LOSE,17.94,exit,False
304,305,CBOT Wheat,2021-02-25,W,grain,1,725.5,5,12900.0,215,697.75,671.75,-0.0,0,0.0,2021-03-08,697.75,5,-6660.0,-111,11,LOSE,29.900000000000002,exit,False
305,306,CME Australian Dollar AUD,2021-02-26,AD,currency,1,0.7902500380516052,4,12560.0,628,0.7704500064849854,0.7588500380516052,-0.0,0,0.0,2021-03-08,0.7704500064849854,4,-7920.0,-396,10,LOSE,23.92,exit,False
306,307,CBOT Wheat,2021-02-26,W,grain,1,715.75,7,14784.0,176,697.75,671.75,-0.0,0,0.0,2021-03-08,697.75,7,-6048.0,-72,10,LOSE,41.86,exit,False
307,308,CME Australian Dollar AUD,2021-03-01,AD,currency,1,0.7757999973297119,10,16950.0,339,0.7704500064849854,0.7588500380516052,-0.0,0,0.0,2021-03-08,0.7704500064849854,10,-5350.0,-107,7,LOSE,59.800000000000004,exit,False
308,309,CBOT Wheat,2021-03-01,W,grain,1,706.5,10,16680.0,139,697.75,671.75,-0.0,0,0.0,2021-03-08,697.75,10,-4200.0,-35,7,LOSE,59.800000000000004,exit,False
309,310,CME Australian Dollar AUD,2021-03-02,AD,currency,1,0.7812500242233277,7,15680.0,448,0.7704500064849854,0.7588500380516052,-0.0,0,0.0,2021-03-08,0.7704500064849854,7,-7560.0,-216,6,LOSE,41.86,exit,False
310,311,CBOT Wheat,2021-03-02,W,grain,1,699.75,13,17472.0,112,697.75,671.75,-0.0,0,0.0,2021-03-08,697.75,13,-1248.0,-8,6,LOSE,77.74000000000001,exit,False
311,312,CBOT Wheat,2021-03-03,W,grain,1,706.75,9,15120.0,140,697.75,671.75,-0.0,0,0.0,2021-03-08,697.75,9,-3888.0,-36,5,LOSE,53.82000000000001,exit,False
312,313,CBOT Wheat,2021-03-04,W,grain,1,699.5,12,15984.0,111,697.75,671.75,-0.0,0,0.0,2021-03-08,697.75,12,-1008.0,-7,4,LOSE,71.76,exit,False
313,314,CME Australian Dollar AUD,2021-03-18,AD,currency,1,0.7832999456405639,6,13560.0,452,0.7644000053405762,0.7644000053405762,0.0,0,0.0,2021-03-23,0.7644000053405762,6,-11340.0,-378,5,LOSE,35.88,stop,False
314,315,CME Australian Dollar AUD,2021-03-19,AD,currency,1,0.7784499541282653,10,14050.0,281,0.7644000053405762,0.7644000053405762,0.0,0,0.0,2021-03-23,0.7644000053405762,10,-14050.0,-281,4,LOSE,59.800000000000004,stop,False
315,316,CME Australian Dollar AUD,2021-03-22,AD,currency,1,0.7751999792098999,14,15120.0,216,0.7644000053405762,0.7644000053405762,0.0,0,0.0,2021-03-23,0.7644000053405762,14,-15120.0,-216,1,LOSE,83.72,stop,False
316,317,CME Australian Dollar AUD,2021-03-23,AD,currency,1,0.7767999685287476,11,14080.0,256,0.7639999985694885,0.7639999985694885,0.0,0,0.0,2021-03-23,0.7639999985694885,11,-14080.0,-256,0,LOSE,65.78,stop,False
317,318,CBOT Wheat,2021-04-15,W,grain,1,693.25,5,13680.0,228,721.0,659.0,-0.0,0,-0.0,2021-05-20,721.0,5,6660.0,111,35,WIN,29.900000000000002,exit,False
318,319,CME Australian Dollar AUD,2021-04-16,AD,currency,1,0.7775499488830566,6,13290.0,443,0.7745499881744384,0.769599974155426,-0.0,0,0.0,2021-05-28,0.7745499881744384,6,-1800.0,-60,42,LOSE,35.88,exit,False
319,320,CBOT Wheat,2021-04-16,W,grain,1,697.25,5,14640.0,244,721.0,659.0,-0.0,0,-0.0,2021-05-20,721.0,5,5700.0,95,34,WIN,29.900000000000002,exit,False
320,321,CME Australian Dollar AUD,2021-04-19,AD,currency,1,0.776399976158142,7,14700.0,420,0.7745499881744384,0.769599974155426,-0.0,0,0.0,2021-05-28,0.7745499881744384,7,-1295.0,-37,39,LOSE,41.86,exit,False
321,322,CBOT Wheat,2021-04-19,W,grain,1,698.75,4,12000.0,250,721.0,659.0,-0.0,0,-0.0,2021-05-20,721.0,4,4272.0,89,31,WIN,23.92,exit,False
322,323,CME Australian Dollar AUD,2021-04-20,AD,currency,1,0.7791999473571777,6,14280.0,476,0.7745499881744384,0.769599974155426,-0.0,0,0.0,2021-05-28,0.7745499881744384,6,-2790.0,-93,38,LOSE,35.88,exit,False
323,324,CBOT Wheat,2021-04-20,W,grain,1,700.75,4,12384.0,258,721.0,659.0,-0.0,0,-0.0,2021-05-20,721.0,4,3888.0,81,30,WIN,23.92,exit,False
