,id,name,entrydate,symbol,sector,position,entryprice,entrylots,entryrisk,entryrisk_ticks,currentprice,stopprice,risk,lots,flame,exitdate,exitprice,exitlots,profit,profit_ticks,duration,result,commission,exittype,on_fire
324,325,CME Australian Dollar AUD,2021-04-21,AD,currency,1,0.7756499942779541,7,14175.0,405,0.7745499881744384,0.769599974155426,-0.0,0,0.0,2021-05-28,0.7745499881744384,7,-770.0,-22,37,LOSE,41.86,exit,False
325,326,CBOT Wheat,2021-04-21,W,grain,1,709.5,4,14064.0,293,721.0,659.0,-0.0,0,-0.0,2021-05-20,721.0,4,2208.0,46,29,WIN,23.92,exit,False
326,327,CME Australian Dollar AUD,2021-04-22,AD,currency,1,0.7776499488830566,6,13350.0,445,0.7745499881744384,0.769599974155426,-0.0,0,0.0,2021-05-28,0.7745499881744384,6,-1860.0,-62,36,LOSE,35.88,exit,False
327,328,CBOT Wheat,2021-04-22,W,grain,1,727.0,3,13068.0,363,721.0,659.0,-0.0,0,0.0,2021-05-20,721.0,3,-864.0,-24,28,LOSE,17.94,exit,False
328,329,CME Australian Dollar AUD,2021-04-23,AD,currency,1,0.77444997549057,7,13335.0,381,0.7745499881744384,0.769599974155426,-0.0,0,-0.0,2021-05-28,0.7745499881744384,7,70.0,2,35,WIN,41.86,exit,False
329,330,CBOT Wheat,2021-04-23,W,grain,1,752.5,2,11160.0,465,721.0,659.0,-0.0,0,0.0,2021-05-20,721.0,2,-3024.0,-126,27,LOSE,11.96,exit,False
330,331,CME Australian Dollar AUD,2021-04-26,AD,currency,1,0.7785499768257141,6,13890.0,463,0.7745499881744384,0.769599974155426,-0.0,0,0.0,2021-05-28,0.7745499881744384,6,-2400.0,-80,32,LOSE,35.88,exit,False
331,332,CBOT Wheat,2021-04-26,W,grain,1,763.75,2,12240.0,510,721.0,659.0,-0.0,0,0.0,2021-05-20,721.0,2,-4104.0,-171,24,LOSE,11.96,exit,False
332,333,CME Australian Dollar AUD,2021-04-27,AD,currency,1,0.7824999607086182,4,10840.0,542,0.7745499881744384,0.769599974155426,-0.0,0,0.0,2021-05-28,0.7745499881744384,4,-3180.0,-159,31,LOSE,23.92,exit,False
333,334,CBOT Wheat,2021-04-27,W,grain,1,786.0,1,7188.0,599,721.0,659.0,-0.0,0,0.0,2021-05-20,721.0,1,-3120.0,-260,23,LOSE,5.98,exit,False
334,335,CME Australian Dollar AUD,2021-04-28,AD,currency,1,0.7797999842643738,5,12200.0,488,0.7745499881744384,0.769599974155426,-0.0,0,0.0,2021-05-28,0.7745499881744384,5,-2625.0,-105,30,LOSE,29.900000000000002,exit,False
335,336,CBOT Wheat,2021-04-28,W,grain,1,776.25,2,13440.0,560,721.0,659.0,-0.0,0,0.0,2021-05-20,721.0,2,-5304.0,-221,22,LOSE,11.96,exit,False
336,337,CME Australian Dollar AUD,2021-04-29,AD,currency,1,0.7818499834060669,5,13225.0,529,0.7745499881744384,0.769599974155426,-0.0,0,0.0,2021-05-28,0.7745499881744384,5,-3650.0,-146,29,LOSE,29.900000000000002,exit,False
337,338,CBOT Wheat,2021-04-29,W,grain,1,765.25,2,12384.0,516,721.0,659.0,-0.0,0,0.0,2021-05-20,721.0,2,-4248.0,-177,21,LOSE,11.96,exit,False
338,339,CME Australian Dollar AUD,2021-04-30,AD,currency,1,0.7793499759674072,5,11975.0,479,0.7745499881744384,0.769599974155426,-0.0,0,0.0,2021-05-28,0.7745499881744384,5,-2400.0,-96,28,LOSE,29.900000000000002,exit,False
339,340,CBOT Wheat,2021-04-30,W,grain,1,771.25,2,12960.0,540,721.0,659.0,-0.0,0,0.0,2021-05-20,721.0,2,-4824.0,-201,20,LOSE,11.96,exit,False
340,341,CME Australian Dollar AUD,2021-05-03,AD,currency,1,0.7748999822616577,7,13650.0,390,0.7745499881744384,0.769599974155426,-0.0,0,0.0,2021-05-28,0.7745499881744384,7,-245.0,-7,25,LOSE,41.86,exit,False
341,342,CBOT Wheat,2021-05-03,W,grain,1,784.5,1,7116.0,593,721.0,659.0,-0.0,0,0.0,2021-05-20,721.0,1,-3048.0,-254,17,LOSE,5.98,exit,False
342,343,CME Australian Dollar AUD,2021-05-04,AD,currency,1,0.7783499873161316,6,13770.0,459,0.7745499881744384,0.769599974155426,-0.0,0,0.0,2021-05-28,0.7745499881744384,6,-2280.0,-76,24,LOSE,35.88,exit,False
343,344,CBOT Wheat,2021-05-04,W,grain,1,766.25,2,12480.0,520,721.0,659.0,-0.0,0,0.0,2021-05-20,721.0,2,-4344.0,-181,16,LOSE,11.96,exit,False
344,345,CME Australian Dollar AUD,2021-05-05,AD,currency,1,0.7743499920845032,7,13265.0,379,0.7745499881744384,0.769599974155426,-0.0,0,-0.0,2021-05-28,0.7745499881744384,7,140.0,4,23,WIN,41.86,exit,False
345,346,CBOT Wheat,2021-05-05,W,grain,1,773.0,2,13128.0,547,721.0,659.0,-0.0,0,0.0,2021-05-20,721.0,2,-4992.0,-208,15,LOSE,11.96,exit,False
346,347,CME Australian Dollar AUD,2021-05-06,AD,currency,1,0.7778499851226807,6,13470.0,449,0.7745499881744384,0.769599974155426,-0.0,0,0.0,2021-05-28,0.7745499881744384,6,-1980.0,-66,22,LOSE,35.88,exit,False
347,348,CBOT Wheat,2021-05-06,W,grain,1,790.25,1,7392.0,616,721.0,659.0,-0.0,0,0.0,2021-05-20,721.0,1,-3324.0,-277,14,LOSE,5.98,exit,False
348,349,CME Australian Dollar AUD,2021-05-07,AD,currency,1,0.7823999781608582,4,10800.0,540,0.7745499881744384,0.769599974155426,-0.0,0,0.0,2021-05-28,0.7745499881744384,4,-3140.0,-157,21,LOSE,23.92,exit,False
349,350,CBOT Wheat,2021-05-07,W,grain,1,798.0,1,7764.0,647,721.0,659.0,-0.0,0,0.0,2021-05-20,721.0,1,-3696.0,-308,13,LOSE,5.98,exit,False
350,351,CME Australian Dollar AUD,2021-05-10,AD,currency,1,0.7879999921798706,3,9780.0,652,0.7745499881744384,0.769599974155426,-0.0,0,0.0,2021-05-28,0.7745499881744384,3,-4035.0,-269,18,LOSE,17.94,exit,False
351,352,CBOT Wheat,2021-05-10,W,grain,1,797.0,1,7716.0,643,721.0,659.0,-0.0,0,0.0,2021-05-20,721.0,1,-3648.0,-304,10,LOSE,5.98,exit,False
352,353,CME Australian Dollar AUD,2021-05-11,AD,currency,1,0.7857499832153321,4,12140.0,607,0.7745499881744384,0.769599974155426,-0.0,0,0.0,2021-05-28,0.7745499881744384,4,-4480.0,-224,17,LOSE,23.92,exit,False
353,354,CBOT Wheat,2021-05-11,W,grain,1,774.25,1,6624.0,552,721.0,659.0,-0.0,0,0.0,2021-05-20,721.0,1,-2556.0,-213,9,LOSE,5.98,exit,False
354,355,CBOT Wheat,2021-05-12,W,grain,1,787.75,1,6888.0,574,721.0,659.0,-0.0,0,0.0,2021-05-20,721.0,1,-3204.0,-267,8,LOSE,5.98,exit,False
355,356,CBOT Wheat,2021-05-13,W,grain,1,774.75,2,11976.0,499,721.0,659.0,-0.0,0,0.0,2021-05-20,721.0,2,-5160.0,-215,7,LOSE,11.96,exit,False
356,357,CBOT Wheat,2021-05-14,W,grain,1,752.0,3,14688.0,408,721.0,659.0,-0.0,0,0.0,2021-05-20,721.0,3,-4464.0,-124,6,LOSE,17.94,exit,False
357,358,CBOT Wheat,2021-05-17,W,grain,1,746.25,3,13464.0,374,721.0,659.0,-0.0,0,0.0,2021-05-20,721.0,3,-3636.0,-101,3,LOSE,17.94,exit,False
358,359,CBOT Wheat,2021-05-18,W,grain,1,747.75,3,13680.0,380,721.0,659.0,-0.0,0,0.0,2021-05-20,721.0,3,-3852.0,-107,2,LOSE,17.94,exit,False
359,360,CBOT Wheat,2021-05-19,W,grain,1,739.5,3,11592.0,322,721.0,659.0,-0.0,0,0.0,2021-05-20,721.0,3,-2664.0,-74,1,LOSE,17.94,exit,False
360,361,CME Australian Dollar AUD,2021-06-03,AD,currency,1,0.7771999752998352,13,13845.0,213,0.7665499448776245,0.7665499448776245,0.0,0,0.0,2021-06-03,0.7665499448776245,13,-13845.0,-213,0,LOSE,77.74000000000001,stop,False
361,362,CBOT Wheat,2021-07-19,W,grain,1,739.0,3,13680.0,380,732.25,700.0,-0.0,0,0.0,2021-09-02,732.25,3,-972.0,-27,45,LOSE,17.94,exit,False
362,363,CBOT Wheat,2021-07-20,W,grain,1,738.0,3,13536.0,376,732.25,700.0,-0.0,0,0.0,2021-09-02,732.25,3,-828.0,-23,44,LOSE,17.94,exit,False
363,364,CBOT Wheat,2021-07-21,W,grain,1,738.25,3,13572.0,377,732.25,700.0,-0.0,0,0.0,2021-09-02,732.25,3,-864.0,-24,43,LOSE,17.94,exit,False
364,365,CBOT Wheat,2021-07-22,W,grain,1,743.0,2,9504.0,396,732.25,700.0,-0.0,0,0.0,2021-09-02,732.25,2,-1032.0,-43,42,LOSE,11.96,exit,False
365,366,CBOT Wheat,2021-07-23,W,grain,1,724.75,3,11628.0,323,732.25,700.0,-0.0,0,-0.0,2021-09-02,732.25,3,1080.0,30,41,WIN,17.94,exit,False
366,367,CBOT Wheat,2021-07-26,W,grain,1,718.5,3,10728.0,298,732.25,700.0,-0.0,0,-0.0,2021-09-02,732.25,3,1980.0,55,38,WIN,17.94,exit,False
367,368,CBOT Wheat,2021-07-27,W,grain,1,717.25,3,10548.0,293,732.25,700.0,-0.0,0,-0.0,2021-09-02,732.25,3,2160.0,60,37,WIN,17.94,exit,False
368,369,CBOT Wheat,2021-07-28,W,grain,1,714.75,4,13584.0,283,732.25,700.0,-0.0,0,-0.0,2021-09-02,732.25,4,3360.0,70,36,WIN,23.92,exit,False
369,370,CBOT Wheat,2021-07-29,W,grain,1,728.5,3,12168.0,338,732.25,700.0,-0.0,0,-0.0,2021-09-02,732.25,3,540.0,15,35,WIN,17.94,exit,False
370,371,CBOT Wheat,2021-07-30,W,grain,1,741.0,2,9312.0,388,732.25,700.0,-0.0,0,0.0,2021-09-02,732.25,2,-840.0,-35,34,LOSE,11.96,exit,False
371,372,CBOT Wheat,2021-08-02,W,grain,1,745.5,2,9744.0,406,732.25,700.0,-0.0,0,0.0,2021-09-02,732.25,2,-1272.0,-53,31,LOSE,11.96,exit,False
372,373,CBOT Wheat,2021-08-03,W,grain,1,763.75,2,11496.0,479,732.25,700.0,-0.0,0,0.0,2021-09-02,732.25,2,-3024.0,-126,30,LOSE,11.96,exit,False
373,374,CBOT Wheat,2021-08-04,W,grain,1,762.25,2,11352.0,473,732.25,700.0,-0.0,0,0.0,2021-09-02,732.25,2,-2880.0,-120,29,LOSE,11.96,exit,False
374,375,CBOT Wheat,2021-08-05,W,grain,1,752.0,2,10368.0,432,732.25,700.0,-0.0,0,0.0,2021-09-02,732.25,2,-1896.0,-79,28,LOSE,11.96,exit,False
375,376,CBOT Wheat,2021-08-06,W,grain,1,750.25,2,10200.0,425,732.25,700.0,-0.0,0,0.0,2021-09-02,732.25,2,-1728.0,-72,27,LOSE,11.96,exit,False
376,377,CBOT Wheat,2021-08-09,W,grain,1,754.25,2,10584.0,441,732.25,700.0,-0.0,0,0.0,2021-09-02,732.25,2,-2112.0,-88,24,LOSE,11.96,exit,False
377,378,CBOT Wheat,2021-08-10,W,grain,1,749.5,2,10128.0,422,732.25,700.0,-0.0,0,0.0,2021-09-02,732.25,2,-1656.0,-69,23,LOSE,11.96,exit,False
378,379,CBOT Wheat,2021-08-11,W,grain,1,761.0,2,11232.0,468,732.25,700.0,-0.0,0,0.0,2021-09-02,732.25,2,-2760.0,-115,22,LOSE,11.96,exit,False
379,380,CBOT Wheat,2021-08-12,W,grain,1,765.25,2,11640.0,485,732.25,700.0,-0.0,0,0.0,2021-09-02,732.25,2,-3168.0,-132,21,LOSE,11.96,exit,False
380,381,CBOT Wheat,2021-08-13,W,grain,1,789.75,1,6996.0,583,732.25,700.0,-0.0,0,0.0,2021-09-02,732.25,1,-2760.0,-230,20,LOSE,5.98,exit,False
381,382,CBOT Wheat,2021-08-16,W,grain,1,797.25,1,7356.0,613,732.25,700.0,-0.0,0,0.0,2021-09-02,732.25,1,-3120.0,-260,17,LOSE,5.98,exit,False
382,383,CBOT Wheat,2021-08-17,W,grain,1,797.5,1,7368.0,614,732.25,700.0,-0.0,0,0.0,2021-09-02,732.25,1,-3132.0,-261,16,LOSE,5.98,exit,False
383,384,CBOT Wheat,2021-08-18,W,grain,1,769.5,2,12048.0,502,732.25,700.0,-0.0,0,0.0,2021-09-02,732.25,2,-3576.0,-149,15,LOSE,11.96,exit,False
384,385,CBOT Wheat,2021-08-19,W,grain,1,771.25,2,12216.0,509,732.25,700.0,-0.0,0,0.0,2021-09-02,732.25,2,-3744.0,-156,14,LOSE,11.96,exit,False
385,386,CBOT Wheat,2021-08-20,W,grain,1,764.0,2,11448.0,477,732.25,700.0,-0.0,0,0.0,2021-09-02,732.25,2,-3048.0,-127,13,LOSE,11.96,exit,False
386,387,CBOT Wheat,2021-08-23,W,grain,1,751.25,3,12420.0,345,732.25,700.0,-0.0,0,0.0,2021-09-02,732.25,3,-2736.0,-76,10,LOSE,17.94,exit,False
387,388,CBOT Wheat,2021-08-24,W,grain,1,757.25,3,12996.0,361,732.25,700.0,-0.0,0,0.0,2021-09-02,732.25,3,-3600.0,-100,9,LOSE,17.94,exit,False
388,389,CBOT Wheat,2021-08-25,W,grain,1,753.0,4,12912.0,269,732.25,700.0,-0.0,0,0.0,2021-09-02,732.25,4,-3984.0,-83,8,LOSE,23.92,exit,False
389,390,CBOT Wheat,2021-08-26,W,grain,1,751.0,5,12240.0,204,732.25,700.0,-0.0,0,0.0,2021-09-02,732.25,5,-4500.0,-75,7,LOSE,29.900000000000002,exit,False
390,391,CBOT Wheat,2021-08-27,W,grain,1,761.75,4,11856.0,247,732.25,700.0,-0.0,0,0.0,2021-09-02,732.25,4,-5664.0,-118,6,LOSE,23.92,exit,False
391,392,CBOT Wheat,2021-08-30,W,grain,1,757.25,4,10992.0,229,732.25,700.0,-0.0,0,0.0,2021-09-02,732.25,4,-4800.0,-100,3,LOSE,23.92,exit,False
392,393,CBOT Wheat,2021-08-31,W,grain,1,743.75,6,12600.0,175,732.25,700.0,-0.0,0,0.0,2021-09-02,732.25,6,-3312.0,-46,2,LOSE,35.88,exit,False
393,394,CBOT Wheat,2021-09-01,W,grain,1,745.25,6,13032.0,181,732.25,700.0,-0.0,0,0.0,2021-09-02,732.25,6,-3744.0,-52,1,LOSE,35.88,exit,False
394,395,CME Australian Dollar AUD,2021-09-03,AD,currency,1,0.7437500102043152,4,12560.0,628,0.7334500060081482,0.7123500108718872,-0.0,0,0.0,2021-09-16,0.7334500060081482,4,-4120.0,-206,13,LOSE,23.92,exit,False
395,396,CME Australian Dollar AUD,2021-09-07,AD,currency,1,0.7473499707221984,3,10500.0,700,0.7334500060081482,0.7123500108718872,-0.0,0,0.0,2021-09-16,0.7334500060081482,3,-4170.0,-278,9,LOSE,17.94,exit,False
396,397,CME Australian Dollar AUD,2021-09-08,AD,currency,1,0.7409999898910522,4,11460.0,573,0.7334500060081482,0.7123500108718872,-0.0,0,0.0,2021-09-16,0.7334500060081482,4,-3020.0,-151,8,LOSE,23.92,exit,False
397,398,CME Australian Dollar AUD,2021-09-09,AD,currency,1,0.7391499990463257,4,10720.0,536,0.7334500060081482,0.7123500108718872,-0.0,0,0.0,2021-09-16,0.7334500060081482,4,-2280.0,-114,7,LOSE,23.92,exit,False
398,399,CME Australian Dollar AUD,2021-09-10,AD,currency,1,0.7397999975204468,4,10980.0,549,0.7334500060081482,0.7123500108718872,-0.0,0,0.0,2021-09-16,0.7334500060081482,4,-2540.0,-127,6,LOSE,23.92,exit,False
399,400,CME Australian Dollar AUD,2021-09-13,AD,currency,1,0.7385000051498413,5,13075.0,523,0.7334500060081482,0.7123500108718872,-0.0,0,0.0,2021-09-16,0.7334500060081482,5,-2525.0,-101,3,LOSE,29.900000000000002,exit,False
400,401,CME Australian Dollar AUD,2021-09-14,AD,currency,1,0.7387499643325806,4,10560.0,528,0.7334500060081482,0.7123500108718872,-0.0,0,0.0,2021-09-16,0.7334500060081482,4,-2120.0,-106,2,LOSE,23.92,exit,False
401,402,CME Australian Dollar AUD,2021-09-15,AD,currency,1,0.7343000105857849,6,13170.0,439,0.7334500060081482,0.7123500108718872,-0.0,0,0.0,2021-09-16,0.7334500060081482,6,-510.0,-17,1,LOSE,35.88,exit,False
402,403,CBOT Wheat,2021-09-28,W,grain,1,743.5,5,11100.0,185,729.25,697.25,-0.0,0,0.0,2021-09-29,729.25,5,-3420.0,-57,1,LOSE,29.900000000000002,exit,False
403,404,CBOT Wheat,2021-10-01,W,grain,1,753.75,4,10848.0,226,798.0,771.75,-0.0,0,-0.0,2021-12-09,798.0,4,8496.0,177,69,WIN,23.92,exit,False
404,405,CBOT Wheat,2021-10-04,W,grain,1,775.25,3,11232.0,312,798.0,771.75,-0.0,0,-0.0,2021-12-09,798.0,3,3276.0,91,66,WIN,17.94,exit,False
405,406,CBOT Wheat,2021-10-05,W,grain,1,776.75,3,11448.0,318,798.0,771.75,-0.0,0,-0.0,2021-12-09,798.0,3,3060.0,85,65,WIN,17.94,exit,False
406,407,CBOT Wheat,2021-10-06,W,grain,1,768.0,3,10188.0,283,798.0,771.75,-0.0,0,-0.0,2021-12-09,798.0,3,4320.0,120,64,WIN,17.94,exit,False
407,408,CBOT Wheat,2021-10-07,W,grain,1,767.75,3,10152.0,282,798.0,771.75,-0.0,0,-0.0,2021-12-09,798.0,3,4356.0,121,63,WIN,17.94,exit,False
408,409,CBOT Wheat,2021-10-08,W,grain,1,761.25,4,12288.0,256,798.0,771.75,-0.0,0,-0.0,2021-12-09,798.0,4,7056.0,147,62,WIN,23.92,exit,False
409,410,CBOT Wheat,2021-10-11,W,grain,1,755.75,4,11232.0,234,798.0,771.75,-0.0,0,-0.0,2021-12-09,798.0,4,8112.0,169,59,WIN,23.92,exit,False
410,411,CME Australian Dollar AUD,2021-10-12,AD,currency,1,0.7372999999046326,6,11190.0,373,0.7378499959945679,0.7186499834060669,-0.0,0,-0.0,2021-11-10,0.7378499959945679,6,330.0,11,29,WIN,35.88,exit,False
411,412,CBOT Wheat,2021-10-12,W,grain,1,755.0,4,11088.0,231,798.0,771.75,-0.0,0,-0.0,2021-12-09,798.0,4,8256.0,172,58,WIN,23.92,exit,False
412,413,CME Australian Dollar AUD,2021-10-13,AD,currency,1,0.7375500149726868,6,11340.0,378,0.7378499959945679,0.7186499834060669,-0.0,0,-0.0,2021-11-10,0.7378499959945679,6,180.0,6,28,WIN,35.88,exit,False
413,414,CBOT Wheat,2021-10-13,W,grain,1,756.75,4,11424.0,238,798.0,771.75,-0.0,0,-0.0,2021-12-09,798.0,4,7920.0,165,57,WIN,23.92,exit,False
414,415,CME Australian Dollar AUD,2021-10-14,AD,currency,1,0.740800011062622,5,11075.0,443,0.7378499959945679,0.7186499834060669,-0.0,0,0.0,2021-11-10,0.7378499959945679,5,-1475.0,-59,27,LOSE,29.900000000000002,exit,False
415,416,CBOT Wheat,2021-10-14,W,grain,1,741.75,6,12816.0,178,798.0,771.75,-0.0,0,-0.0,2021-12-09,798.0,6,16200.0,225,56,WIN,35.88,exit,False
416,417,CME Australian Dollar AUD,2021-10-15,AD,currency,1,0.743749995803833,5,12550.0,502,0.7378499959945679,0.7186499834060669,-0.0,0,0.0,2021-11-10,0.7378499959945679,5,-2950.0,-118,26,LOSE,29.900000000000002,exit,False
417,418,CBOT Wheat,2021-10-15,W,grain,1,749.25,5,12480.0,208,798.0,771.75,-0.0,0,-0.0,2021-12-09,798.0,5,11700.0,195,55,WIN,29.900000000000002,exit,False
418,419,CME Australian Dollar AUD,2021-10-18,AD,currency,1,0.7439499859809875,5,12650.0,506,0.7378499959945679,0.7186499834060669,-0.0,0,0.0,2021-11-10,0.7378499959945679,5,-3050.0,-122,23,LOSE,29.900000000000002,exit,False
419,420,CBOT Wheat,2021-10-18,W,grain,1,755.5,4,11184.0,233,798.0,771.75,-0.0,0,-0.0,2021-12-09,798.0,4,8160.0,170,52,WIN,23.92,exit,False
420,421,CME Australian Dollar AUD,2021-10-19,AD,currency,1,0.7445499807357788,4,10360.0,518,0.7378499959945679,0.7186499834060669,-0.0,0,0.0,2021-11-10,0.7378499959945679,4,-2680.0,-134,22,LOSE,23.92,exit,False
421,422,CBOT Wheat,2021-10-19,W,grain,1,758.5,4,11760.0,245,798.0,771.75,-0.0,0,-0.0,2021-12-09,798.0,4,7584.0,158,51,WIN,23.92,exit,False
422,423,CME Australian Dollar AUD,2021-10-20,AD,currency,1,0.7501499962806701,3,9450.0,630,0.7378499959945679,0.7186499834060669,-0.0,0,0.0,2021-11-10,0.7378499959945679,3,-3690.0,-246,21,LOSE,17.94,exit,False
423,424,CBOT Wheat,2021-10-20,W,grain,1,760.5,4,12144.0,253,798.0,771.75,-0.0,0,-0.0,2021-12-09,798.0,4,7200.0,150,50,WIN,23.92,exit,False
424,425,CME Australian Dollar AUD,2021-10-21,AD,currency,1,0.7538999862670899,3,10575.0,705,0.7378499959945679,0.7186499834060669,-0.0,0,0.0,2021-11-10,0.7378499959945679,3,-4815.0,-321,20,LOSE,17.94,exit,False
425,426,CBOT Wheat,2021-10-21,W,grain,1,770.75,3,10584.0,294,798.0,771.75,-0.0,0,-0.0,2021-12-09,798.0,3,3924.0,109,49,WIN,17.94,exit,False
426,427,CME Australian Dollar AUD,2021-10-22,AD,currency,1,0.7494000159263611,4,12300.0,615,0.7378499959945679,0.7186499834060669,-0.0,0,0.0,2021-11-10,0.7378499959945679,4,-4620.0,-231,19,LOSE,23.92,exit,False
427,428,CBOT Wheat,2021-10-22,W,grain,1,768.0,3,9900.0,275,798.0,771.75,-0.0,0,-0.0,2021-12-09,798.0,3,4320.0,120,48,WIN,17.94,exit,False
428,429,CME Australian Dollar AUD,2021-10-25,AD,currency,1,0.7491499910354614,3,9150.0,610,0.7378499959945679,0.7186499834060669,-0.0,0,0.0,2021-11-10,0.7378499959945679,3,-3390.0,-226,16,LOSE,17.94,exit,False
429,430,CBOT Wheat,2021-10-25,W,grain,1,781.75,3,10980.0,305,798.0,771.75,-0.0,0,-0.0,2021-12-09,798.0,3,2340.0,65,45,WIN,17.94,exit,False
430,431,CME Australian Dollar AUD,2021-10-26,AD,currency,1,0.7514999886512757,3,9855.0,657,0.7378499959945679,0.7186499834060669,-0.0,0,0.0,2021-11-10,0.7378499959945679,3,-4095.0,-273,15,LOSE,17.94,exit,False
431,432,CBOT Wheat,2021-10-26,W,grain,1,783.75,3,11160.0,310,798.0,771.75,-0.0,0,-0.0,2021-12-09,798.0,3,2052.0,57,44,WIN,17.94,exit,False
432,433,CME Australian Dollar AUD,2021-10-27,AD,currency,1,0.7525999923706055,3,10185.0,679,0.7378499959945679,0.7186499834060669,-0.0,0,0.0,2021-11-10,0.7378499959945679,3,-4425.0,-295,14,LOSE,17.94,exit,False
433,434,CBOT Wheat,2021-10-27,W,grain,1,773.75,3,9720.0,270,798.0,771.75,-0.0,0,-0.0,2021-12-09,798.0,3,3492.0,97,43,WIN,17.94,exit,False
434,435,CME Australian Dollar AUD,2021-10-28,AD,currency,1,0.7543000194549561,3,10695.0,713,0.7378499959945679,0.7186499834060669,-0.0,0,0.0,2021-11-10,0.7378499959945679,3,-4935.0,-329,13,LOSE,17.94,exit,False
435,436,CBOT Wheat,2021-10-28,W,grain,1,785.25,3,11376.0,316,798.0,771.75,-0.0,0,-0.0,2021-12-09,798.0,3,1836.0,51,42,WIN,17.94,exit,False
436,437,CME Australian Dollar AUD,2021-10-29,AD,currency,1,0.7562999823570251,2,7530.0,753,0.7378499959945679,0.7186499834060669,-0.0,0,0.0,2021-11-10,0.7378499959945679,2,-3690.0,-369,12,LOSE,11.96,exit,False
437,438,CBOT Wheat,2021-10-29,W,grain,1,795.25,2,8544.0,356,798.0,771.75,-0.0,0,-0.0,2021-12-09,798.0,2,264.0,11,41,WIN,11.96,exit,False
438,439,CME Australian Dollar AUD,2021-11-01,AD,currency,1,0.7537500028610229,3,10530.0,702,0.7378499959945679,0.7186499834060669,-0.0,0,0.0,2021-11-10,0.7378499959945679,3,-4770.0,-318,9,LOSE,17.94,exit,False
439,440,CBOT Wheat,2021-11-01,W,grain,1,801.25,2,9120.0,380,798.0,771.75,-0.0,0,0.0,2021-12-09,798.0,2,-312.0,-13,38,LOSE,11.96,exit,False
